fold_id,evaluation_class,source_or_domain,split_role,dataset,sequence_id,dependency_group,notes
UZH_FPV_LORO_03_indoor_forward_10_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_13_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_03_indoor_forward_10_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_14_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_03_indoor_forward_10_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,outdoor_forward_1_snapdragon,outdoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_04_indoor_45_2_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_6_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_04_indoor_45_2_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_9_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_04_indoor_45_2_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_10_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_04_indoor_45_2_snapdragon,WITHIN_UZH,UZH_FPV,test,UZH_FPV,indoor_45_2_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_04_indoor_45_2_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_4_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_04_indoor_45_2_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_13_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_04_indoor_45_2_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_14_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_04_indoor_45_2_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,outdoor_forward_1_snapdragon,outdoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_05_indoor_45_4_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_6_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_05_indoor_45_4_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_9_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_05_indoor_45_4_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_10_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_05_indoor_45_4_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_2_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_05_indoor_45_4_snapdragon,WITHIN_UZH,UZH_FPV,test,UZH_FPV,indoor_45_4_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_05_indoor_45_4_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_13_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_05_indoor_45_4_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_14_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_05_indoor_45_4_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,outdoor_forward_1_snapdragon,outdoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_06_indoor_45_13_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_6_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_06_indoor_45_13_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_9_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_06_indoor_45_13_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_10_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_06_indoor_45_13_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_2_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_06_indoor_45_13_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_4_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_06_indoor_45_13_snapdragon,WITHIN_UZH,UZH_FPV,test,UZH_FPV,indoor_45_13_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_06_indoor_45_13_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_14_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_06_indoor_45_13_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,outdoor_forward_1_snapdragon,outdoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_07_indoor_45_14_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_6_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_07_indoor_45_14_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_9_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_07_indoor_45_14_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_10_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_07_indoor_45_14_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_2_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_07_indoor_45_14_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_4_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_07_indoor_45_14_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_13_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_07_indoor_45_14_snapdragon,WITHIN_UZH,UZH_FPV,test,UZH_FPV,indoor_45_14_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_07_indoor_45_14_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,outdoor_forward_1_snapdragon,outdoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_08_outdoor_forward_1_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_6_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_08_outdoor_forward_1_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_9_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_08_outdoor_forward_1_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_forward_10_snapdragon,indoor_forward,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_08_outdoor_forward_1_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_2_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_08_outdoor_forward_1_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_4_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_08_outdoor_forward_1_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_13_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_08_outdoor_forward_1_snapdragon,WITHIN_UZH,UZH_FPV,train,UZH_FPV,indoor_45_14_snapdragon,indoor_45,leave-one-recording-out; windows of held-out sequence never train
UZH_FPV_LORO_08_outdoor_forward_1_snapdragon,WITHIN_UZH,UZH_FPV,test,UZH_FPV,outdoor_forward_1_snapdragon,outdoor_forward,leave-one-recording-out; windows of held-out sequence never train
